customer_id	gadget	revenues
K134500	B	21
K134500	D	37
K134500	H	80
K134500	J	98
K134510	H	74
K134510	I	87
K134510	J	98
K134520	D	47
K134520	H	82
K134520	I	88
K134530	A	9
K134530	B	18
K134530	C	29
K134530	D	44
K134530	J	99
K134540	A	5
K134540	B	17
K134540	D	35
K134540	E	49
K134540	F	61
K134540	K	110
K134540	L	120
K134550	A	9
K134550	B	20
K134550	C	28
K134560	H	76
K134560	I	95
K134560	J	98
K134560	K	113
K134560	L	117
K134570	H	83
K134570	I	87
K134570	J	99
K134580	A	9
K134580	B	18
K134580	C	26
K134580	D	41
K134590	B	22
K134590	I	85
K134590	J	101
K134600	A	11
K134600	B	21
K134600	D	38
K134600	E	52
K134600	G	72
K134610	A	11
K134610	B	17
K134610	C	27
K134610	G	68
K134610	K	113
K134620	A	7
K134620	B	23
K134620	C	28
K134620	D	42
K134620	H	78
K134620	J	100
K134630	E	51
K134630	G	70
K134630	H	78
K134630	I	84
K134630	J	106
K134640	A	8
K134640	B	19
K134640	C	29
K134640	D	36
K134640	E	49
K134640	F	60
K134640	G	72
K134640	K	111
K134640	L	116
K134650	A	7
K134650	H	81
K134650	I	89
K134650	J	100
K134650	K	113
K134660	H	78
K134660	I	90
K134660	J	101
K134660	L	118
K134670	A	10
K134670	B	20
K134670	C	33
K134670	D	42
K134670	H	82
K134670	I	92
K134670	J	101
K134680	A	4
K134680	C	27
K134680	E	48
K134680	F	60
K134680	G	67
K134680	H	78
K134680	I	87
K134680	J	96
K134690	A	7
K134690	C	29
K134690	D	41
K134690	F	61
K134690	L	119
K134700	A	11
K134700	B	21
K134700	C	31
K134700	D	41
K134700	G	69
K134710	A	10
K134710	B	21
K134710	C	31
K134710	D	40
K134720	A	5
K134720	B	19
K134720	C	30
K134720	D	34
K134720	H	82
K134720	I	93
K134720	J	97
K134720	K	116
K134720	L	117
K134730	A	6
K134730	B	22
K134730	C	29
K134730	D	37
K134730	H	85
K134730	I	88
K134730	J	101
K134730	K	109
K134740	C	32
K134740	D	38
K134740	H	81
K134740	I	91
K134740	J	96
K134750	A	10
K134750	B	21
K134750	C	29
K134750	D	38
K134760	A	9
K134760	C	33
K134760	D	43
K134760	H	80
K134760	I	85
K134760	K	110
K134760	L	119
K134770	H	82
K134770	I	91
K134770	J	103
K134780	A	11
K134780	B	20
K134780	C	31
K134780	E	50
K134780	F	61
K134780	G	70
K134790	C	30
K134790	I	87
K134790	J	100
K134790	K	110
K134790	L	121
K134800	A	9
K134800	B	23
K134800	C	30
K134800	E	49
K134800	F	62
K134800	G	69
K134810	B	20
K134810	C	29
K134810	D	38
K134820	A	11
K134820	B	18
K134820	D	39
K134820	E	49
K134820	F	57
K134820	G	69
K134820	K	109
K134820	L	117
K134830	H	80
K134830	I	92
K134830	J	98
K134830	K	115
K134830	L	120
K134840	A	11
K134840	B	20
K134840	C	32
K134840	D	41
K134840	F	59
K134840	K	112
K134840	L	116
K134850	A	11
K134850	B	15
K134850	C	29
K134850	G	66
K134850	H	82
K134850	I	88
K134850	J	100
K134850	K	107
K134850	L	121
K134860	A	5
K134860	B	18
K134860	C	29
K134860	D	40
K134860	E	48
K134860	G	68
K134860	J	98
K134870	F	56
K134870	H	80
K134870	I	93
K134870	J	99
K134880	A	15
K134880	B	18
K134880	D	34
K134890	A	9
K134890	B	17
K134890	C	33
K134890	D	43
K134890	I	88
K134900	A	13
K134900	B	18
K134900	D	42
K134900	K	110
K134910	F	62
K134910	H	79
K134910	I	89
K134910	J	100
K134910	K	110
K134910	L	121
K134920	C	29
K134920	D	37
K134920	H	81
K134920	J	99
K134930	C	32
K134930	H	81
K134930	I	88
K134930	J	96
K134930	K	108
K134930	L	120
K134940	A	10
K134940	B	20
K134940	C	26
K134940	D	40
K134940	E	46
K134950	A	9
K134950	B	17
K134950	C	31
K134960	A	11
K134960	B	20
K134960	C	25
K134960	H	81
K134960	I	88
K134960	J	97
K134970	A	10
K134970	B	18
K134970	C	35
K134970	D	42
K134970	K	109
K134980	C	30
K134980	E	50
K134980	G	69
K134980	I	95
K134980	J	102
K134990	B	20
K134990	C	32
K134990	D	42
K134990	L	119
K135000	B	21
K135000	C	26
K135000	E	46
K135000	F	63
K135000	G	69
K135000	H	82
K135000	I	88
K135000	L	118
K135010	A	9
K135010	B	19
K135010	C	32
K135010	D	34
K135010	E	51
K135010	G	72
K135020	A	7
K135020	B	19
K135020	C	31
K135020	D	42
K135020	E	49
K135020	F	59
K135020	G	70
K135020	J	99
K135030	H	81
K135030	I	93
K135030	J	105
K135040	A	10
K135040	B	21
K135040	C	30
K135040	D	39
K135040	J	96
K135050	A	8
K135050	C	33
K135050	D	43
K135060	A	10
K135060	B	18
K135060	C	28
K135060	D	39
K135060	H	80
K135060	I	88
K135060	K	109
K135070	H	79
K135070	I	90
K135070	J	103
K135080	A	10
K135080	B	21
K135080	C	29
K135080	D	39
K135080	H	85
K135080	I	90
K135080	J	97
K135090	A	9
K135090	B	19
K135090	D	39
K135090	F	61
K135090	K	112
K135100	C	31
K135100	E	48
K135100	F	58
K135100	G	68
K135100	I	85
K135100	J	92
K135100	K	108
K135100	L	121
K135110	A	8
K135110	B	20
K135110	D	41
K135110	L	119
K135120	H	80
K135120	I	88
K135120	J	100
K135120	K	110
K135120	L	120
K135130	A	16
K135130	C	32
K135130	D	39
K135130	H	80
K135130	I	88
K135130	J	101
K135140	A	13
K135140	B	20
K135140	D	39
K135140	E	49
K135140	F	56
K135140	G	66
K135140	I	91
K135140	J	97
K135140	K	110
K135140	L	121
K135150	H	80
K135150	I	88
K135150	J	100
K135160	D	41
K135160	H	77
K135160	I	93
K135160	J	94
K135170	A	8
K135170	C	31
K135170	D	41
K135180	E	49
K135180	F	59
K135180	G	65
K135180	H	79
K135180	I	93
K135180	J	101
K135180	K	110
K135180	L	118
K135190	E	48
K135190	H	79
K135190	I	93
K135190	J	101
K135200	B	20
K135200	C	28
K135200	D	41
K135200	E	47
K135200	G	70
K135210	A	9
K135210	B	19
K135210	C	34
K135210	D	40
K135210	I	86
K135210	J	101
K135210	L	121
K135220	A	7
K135220	B	17
K135220	C	33
K135220	D	42
K135220	G	69
K135230	A	15
K135230	B	19
K135230	C	29
K135230	D	41
K135240	A	8
K135240	C	28
K135240	D	37
K135250	A	10
K135250	B	20
K135250	C	29
K135260	A	6
K135260	B	14
K135260	D	42
K135260	J	99
K135260	K	107
K135270	H	79
K135270	I	88
K135270	J	103
K135280	H	81
K135280	I	85
K135280	J	100
K135290	E	48
K135290	F	58
K135290	G	73
K135290	H	81
K135290	I	93
K135290	J	100
K135300	A	11
K135300	B	21
K135300	C	29
K135300	E	50
K135300	F	60
K135300	K	112
K135300	L	122
K135310	A	10
K135310	C	27
K135310	I	86
K135310	J	101
K135320	A	10
K135320	B	20
K135320	D	44
K135320	J	95
K135320	K	111
K135320	L	119
K135330	A	11
K135330	B	20
K135330	C	33
K135330	D	42
K135330	H	82
K135330	I	86
K135330	J	102
K135340	A	9
K135340	B	18
K135340	C	33
K135340	H	79
K135340	I	89
K135340	J	100
K135340	K	111
K135340	L	120
K135350	A	11
K135350	D	37
K135350	H	77
K135350	I	91
K135350	J	99
K135360	A	11
K135360	B	25
K135360	C	28
K135360	D	40
K135360	I	89
K135360	J	94
K135370	H	81
K135370	I	89
K135370	J	102
K135380	A	11
K135380	C	25
K135380	D	40
K135390	A	6
K135390	B	18
K135390	D	42
K135390	H	81
K135390	K	114
K135400	B	24
K135400	E	46
K135400	F	60
K135400	G	67
K135400	I	87
K135400	J	98
K135410	H	78
K135410	I	88
K135410	J	101
K135420	A	8
K135420	B	21
K135420	C	30
K135420	D	42
K135420	E	48
K135420	F	61
K135420	G	72
K135420	K	109
K135420	L	119
K135430	B	18
K135430	D	37
K135430	H	80
K135430	I	86
K135430	J	101
K135440	A	10
K135440	B	19
K135440	C	30
K135440	H	82
K135450	A	11
K135450	B	19
K135450	C	30
K135450	D	40
K135460	C	26
K135460	E	51
K135460	F	57
K135460	G	68
K135460	H	79
K135460	I	93
K135460	J	99
K135470	A	8
K135470	B	17
K135470	C	25
K135480	E	44
K135480	F	64
K135480	G	67
K135480	H	77
K135480	I	89
K135480	J	105
K135480	K	111
K135480	L	120
K135490	B	20
K135490	C	33
K135490	D	42
K135490	H	81
K135490	I	87
K135500	A	11
K135500	D	46
K135500	F	60
K135500	G	70
K135500	K	110
K135500	L	123
K135510	B	20
K135510	D	40
K135520	B	21
K135520	C	29
K135520	D	41
K135520	E	52
K135520	H	78
K135520	I	91
K135520	J	99
K135520	L	120
K135530	A	7
K135530	B	20
K135530	C	29
K135530	D	39
K135530	H	80
K135530	L	121
K135540	A	10
K135540	B	16
K135540	D	42
K135540	G	69
K135540	H	79
K135540	I	88
K135540	J	94
K135550	H	79
K135550	I	90
K135550	J	100
K135560	G	70
K135560	I	87
K135560	J	97
K135570	A	11
K135570	C	32
K135570	D	37
K135580	A	10
K135580	C	31
K135580	D	42
K135580	E	50
K135580	F	64
K135580	J	100
K135580	L	120
K135590	H	82
K135590	I	87
K135590	J	99
K135590	K	108
K135590	L	126
K135600	A	10
K135600	B	20
K135600	C	32
K135600	L	121
K135610	H	81
K135610	I	90
K135610	J	100
K135620	A	12
K135620	C	27
K135620	E	47
K135620	F	62
K135620	G	71
K135630	B	19
K135630	C	27
K135630	D	41
K135640	A	10
K135640	B	19
K135640	D	43
K135640	E	49
K135640	F	60
K135640	H	81
K135650	A	11
K135650	B	18
K135650	D	39
K135650	K	111
K135660	B	17
K135660	C	29
K135660	H	76
K135660	I	86
K135660	J	101
K135670	A	11
K135670	B	16
K135670	D	41
K135670	G	67
K135680	B	22
K135680	C	30
K135680	D	39
K135680	F	61
K135680	G	74
K135690	E	52
K135690	H	74
K135690	I	89
K135690	J	98
K135690	K	109
K135690	L	119
K135700	E	48
K135700	F	55
K135700	G	71
K135700	H	75
K135700	I	90
K135700	J	101
K135700	K	115
K135710	A	10
K135710	B	18
K135710	D	40
K135710	K	113
K135710	L	120
K135720	B	20
K135720	C	34
K135720	D	38
K135720	K	109
K135730	A	13
K135730	B	18
K135730	D	39
K135730	H	75
K135740	A	10
K135740	B	23
K135740	C	34
K135740	D	39
K135740	H	83
K135740	J	100
K135750	A	13
K135750	B	24
K135750	C	31
K135750	E	50
K135750	F	59
K135750	G	69
K135750	H	77
K135750	I	89
K135750	J	96
K135750	K	112
K135750	L	114
K135760	B	26
K135760	H	78
K135760	I	86
K135760	J	100
K135770	A	3
K135770	B	18
K135770	D	39
K135770	K	109
K135770	L	117
K135780	B	21
K135780	C	28
K135780	D	39
K135790	A	11
K135790	B	18
K135790	C	31
K135800	A	11
K135800	B	21
K135800	C	31
K135800	F	57
K135800	G	70
K135810	D	42
K135810	E	54
K135810	F	58
K135810	G	70
K135810	H	77
K135810	I	89
K135810	J	97
K135810	K	113
K135810	L	120
K135820	A	8
K135820	C	30
K135820	D	39
K135820	K	111
K135820	L	119
K135830	A	10
K135830	B	19
K135830	C	28
K135830	L	117
K135840	A	8
K135840	C	26
K135840	D	35
K135840	H	84
K135840	I	89
K135850	E	55
K135850	F	60
K135850	G	71
K135850	H	81
K135850	I	83
K135850	J	96
K135860	A	13
K135860	B	24
K135860	C	33
K135860	H	82
K135860	I	90
K135860	J	102
K135870	A	14
K135870	B	19
K135870	C	28
K135870	H	79
K135870	I	91
K135870	J	99
K135880	H	80
K135880	I	93
K135880	J	101
K135890	D	41
K135890	E	51
K135890	F	61
K135900	A	13
K135900	B	20
K135900	C	28
K135900	D	36
K135900	E	52
K135900	F	59
K135900	H	77
K135900	I	88
K135910	B	17
K135910	C	28
K135910	H	76
K135910	K	116
K135910	L	123
K135920	A	5
K135920	B	17
K135920	C	32
K135920	E	50
K135930	A	9
K135930	B	22
K135930	C	33
K135930	D	41
K135940	B	19
K135940	C	27
K135940	D	43
K135940	E	48
K135940	G	69
K135940	K	107
K135940	L	121
K135950	A	8
K135950	B	16
K135950	C	31
K135950	D	38
K135950	E	49
K135950	F	55
K135950	I	91
K135960	A	7
K135960	B	20
K135960	C	30
K135960	D	40
K135960	E	51
K135960	F	57
K135960	G	72
K135960	H	84
K135960	I	92
K135970	B	21
K135970	C	32
K135970	D	40
K135970	F	60
K135970	H	76
K135970	I	88
K135970	J	96
K135970	K	112
K135970	L	120
K135980	A	13
K135980	C	28
K135980	D	38
K135980	E	52
K135980	F	59
K135980	G	72
K135980	H	79
K135980	J	103
K135990	H	82
K135990	I	91
K135990	J	101
K135990	L	122
K136000	F	58
K136000	G	67
K136000	I	89
K136000	J	104
K136000	K	109
K136000	L	119
K136010	A	12
K136010	B	14
K136010	D	42
K136010	G	72
K136020	A	10
K136020	B	23
K136020	C	31
K136020	D	39
K136020	E	49
K136020	F	60
K136030	A	9
K136030	B	23
K136030	C	26
K136030	D	39
K136040	A	10
K136040	B	22
K136040	C	29
K136040	D	39
K136040	G	68
K136050	A	6
K136050	B	18
K136050	C	25
K136050	D	37
K136050	F	62
K136050	G	65
K136060	E	52
K136060	G	72
K136060	H	78
K136060	I	91
K136060	J	97
K136060	K	116
K136060	L	116
K136070	A	13
K136070	B	18
K136070	C	29
K136070	K	113
K136070	L	122
K136080	B	22
K136080	C	22
K136080	D	34
K136080	J	101
K136090	A	13
K136090	B	18
K136090	D	36
K136090	H	79
K136090	I	89
K136090	J	96
K136100	A	10
K136100	B	19
K136100	C	25
K136100	H	76
K136100	I	90
K136100	J	98
K136110	A	12
K136110	B	21
K136110	C	26
K136110	D	44
K136110	F	59
K136110	H	80
K136110	I	88
K136110	J	99
K136110	K	113
K136110	L	118
K136120	B	20
K136120	C	35
K136120	H	81
K136130	H	77
K136130	I	89
K136130	J	99
K136140	C	29
K136140	D	41
K136150	E	47
K136150	F	62
K136150	G	71
K136150	H	82
K136150	I	85
K136150	J	100
K136160	H	80
K136160	I	94
K136160	J	101
K136160	K	110
K136160	L	121
K136170	H	80
K136170	I	88
K136170	J	100
K136180	A	7
K136180	C	32
K136180	D	42
K136180	J	100
K136190	A	11
K136190	B	21
K136190	C	29
K136190	D	40
K136190	G	72
K136190	L	121
K136200	A	14
K136200	C	34
K136200	D	41
K136200	H	78
K136200	I	92
K136210	A	11
K136210	C	28
K136210	D	37
K136210	H	81
K136210	I	89
K136210	J	105
K136220	A	10
K136220	B	20
K136220	D	41
K136220	E	49
K136220	F	63
K136220	I	91
K136230	B	22
K136230	C	31
K136230	D	39
K136230	F	63
K136230	J	101
K136240	E	54
K136240	F	62
K136240	G	72
K136240	H	80
K136240	I	89
K136250	A	8
K136250	C	28
K136250	D	39
K136250	J	103
K136260	A	7
K136260	B	16
K136260	C	30
K136270	B	18
K136270	C	29
K136270	D	43
K136280	A	7
K136280	C	29
K136280	E	49
K136290	A	10
K136290	B	14
K136290	C	29
K136290	D	41
K136290	H	80
K136290	I	92
K136290	J	99
K136290	K	104
K136290	L	123
K136300	A	9
K136300	B	19
K136300	C	30
K136300	H	84
K136300	K	109
K136300	L	120
K136310	A	5
K136310	E	52
K136310	H	79
K136310	I	89
K136310	J	96
K136320	A	11
K136320	B	19
K136320	C	30
K136320	D	39
K136320	E	52
K136320	F	62
K136320	G	65
K136320	K	110
K136320	L	118
K136330	A	7
K136330	B	21
K136330	C	29
K136330	G	72
K136330	I	92
K136330	J	97
K136340	E	50
K136340	H	84
K136340	I	90
K136340	J	100
K136340	K	110
K136340	L	117
K136350	A	6
K136350	B	18
K136350	C	29
K136350	D	36
K136350	G	66
K136350	J	100
K136350	K	109
K136350	L	124
K136360	A	11
K136360	B	17
K136360	C	29
K136360	D	38
K136360	I	90
K136360	J	104
K136370	B	22
K136370	C	23
K136370	D	39
K136370	F	58
K136380	A	10
K136380	C	34
K136380	D	37
K136390	A	10
K136390	B	24
K136390	C	31
K136390	F	61
K136390	J	98
K136390	K	109
K136400	I	89
K136400	J	96
K136410	A	9
K136410	B	19
K136410	C	29
K136410	D	39
K136410	K	112
K136410	L	119
K136420	H	72
K136420	I	89
K136420	J	95
K136430	A	12
K136430	H	77
K136430	I	90
K136430	J	97
K136440	A	9
K136440	B	20
K136440	C	30
K136440	E	46
K136440	F	58
K136440	G	75
K136440	I	91
K136440	K	108
K136440	L	122
K136450	H	77
K136450	I	88
K136450	J	104
K136450	K	107
K136460	I	92
K136460	J	100
K136470	H	84
K136470	I	93
K136470	J	99
K136470	K	113
K136470	L	119
K136480	A	8
K136480	B	18
K136480	C	32
K136480	D	42
K136490	C	25
K136490	G	69
K136490	H	80
K136490	I	86
K136490	J	100
K136500	A	7
K136500	B	19
K136500	C	32
K136500	D	40
K136500	E	50
K136510	C	34
K136510	D	41
K136510	H	83
K136510	I	87
K136510	J	101
K136510	K	107
K136510	L	117
K136520	B	21
K136520	C	34
K136520	D	36
K136520	K	109
K136520	L	121
K136530	A	10
K136530	B	17
K136530	C	30
K136530	D	40
K136530	E	50
K136530	F	60
K136530	G	77
K136530	H	80
K136530	I	92
K136540	A	11
K136540	C	32
K136540	D	38
K136550	A	3
K136550	B	19
K136550	C	34
K136550	D	39
K136560	E	53
K136560	F	60
K136560	G	66
K136560	H	78
K136560	I	89
K136570	E	50
K136570	F	61
K136570	I	92
K136570	J	100
K136580	H	82
K136580	I	85
K136580	K	111
K136580	L	117
K136590	A	8
K136590	C	28
K136590	D	40
K136590	E	46
K136590	F	64
K136590	G	70
K136590	H	82
K136590	I	93
K136590	J	105
K136590	L	126
K136600	A	8
K136600	B	15
K136600	C	29
K136600	D	39
K136600	E	54
K136600	F	55
K136600	G	71
K136600	H	80
K136600	I	86
K136600	J	94
K136610	H	78
K136610	I	88
K136610	J	92
K136620	E	48
K136620	F	58
K136620	G	72
K136620	H	80
K136620	I	89
K136620	J	107
K136620	K	108
K136620	L	121
K136630	E	51
K136630	F	64
K136630	G	69
K136630	H	79
K136630	I	91
K136630	J	99
K136640	E	56
K136640	F	57
K136640	H	83
K136640	I	90
K136640	J	105
K136650	A	11
K136650	I	90
K136660	A	7
K136660	B	17
K136660	C	30
K136660	D	39
K136660	E	55
K136660	F	59
K136660	G	70
K136670	B	19
K136670	C	31
K136670	D	38
K136670	E	50
K136670	F	62
K136670	G	71
K136670	K	111
K136680	A	6
K136680	B	21
K136680	C	29
K136680	E	49
K136680	F	62
K136680	G	69
K136680	H	77
K136680	I	90
K136680	K	109
K136680	L	120
K136690	A	13
K136690	H	80
K136690	I	90
K136690	J	96
K136700	B	15
K136700	C	25
K136700	D	34
K136700	F	60
K136700	G	69
K136700	L	117
K136710	H	83
K136710	I	90
K136710	J	100
K136710	K	112
K136710	L	119
K136720	A	11
K136720	B	22
K136720	C	25
K136720	D	40
K136720	H	79
K136720	I	85
K136720	J	101
K136730	B	12
K136730	D	39
K136730	E	49
K136730	F	59
K136730	G	70
K136730	H	80
K136730	I	88
K136730	J	99
K136740	E	50
K136740	F	59
K136740	G	70
K136740	H	83
K136740	I	89
K136740	J	102
K136740	L	119
K136750	A	5
K136750	D	38
K136750	E	49
K136750	F	58
K136750	G	69
K136750	H	73
K136750	I	86
K136750	J	98
K136750	K	111
K136760	B	19
K136760	D	44
K136760	E	47
K136760	F	60
K136760	G	66
K136760	I	88
K136760	J	102
K136760	K	109
K136760	L	119
K136770	A	10
K136770	B	21
K136770	C	26
K136770	G	68
K136780	A	10
K136780	B	22
K136780	C	28
K136780	K	112
K136780	L	118
K136790	A	8
K136790	B	21
K136790	C	32
K136790	D	39
K136800	I	90
K136800	J	102
K136810	A	10
K136810	B	21
K136810	C	27
K136810	D	40
K136810	H	79
K136820	B	20
K136820	C	31
K136820	D	39
K136820	E	51
K136820	F	61
K136830	A	10
K136830	B	19
K136830	C	30
K136830	D	41
K136830	F	55
K136830	K	108
K136830	L	123
K136840	A	10
K136840	B	23
K136840	C	34
K136840	D	36
K136840	E	47
K136840	F	59
K136840	G	71
K136850	A	5
K136850	B	21
K136850	C	32
K136850	D	37
K136850	K	113
K136850	L	115
K136860	A	9
K136860	C	30
K136860	D	38
K136870	E	49
K136870	F	60
K136870	G	69
K136870	H	80
K136870	I	90
K136870	J	95
K136880	D	42
K136880	G	67
K136880	H	79
K136880	I	89
K136880	J	102
K136880	K	108
K136880	L	115
K136890	A	8
K136890	H	81
K136890	I	88
K136890	J	96
K136900	A	11
K136900	C	30
K136900	D	40
K136900	E	45
K136900	F	58
K136900	G	73
K136910	I	93
K136910	J	100
K136910	K	109
K136910	L	117
K136920	A	9
K136920	B	17
K136920	C	28
K136920	D	38
K136920	H	76
K136920	I	89
K136920	J	105
K136930	A	5
K136930	B	19
K136930	C	30
K136930	D	38
K136930	H	78
K136930	I	88
K136930	J	100
K136940	B	16
K136940	C	29
K136940	D	38
K136940	H	82
K136950	I	88
K136950	J	105
K136960	B	23
K136960	H	83
K136960	I	90
K136960	J	99
K136970	A	12
K136970	B	18
K136970	C	27
K136970	D	43
K136970	H	79
K136970	I	89
K136980	B	19
K136980	C	30
K136980	D	43
K136990	A	7
K136990	B	13
K136990	D	44
K136990	E	50
K136990	K	112
K136990	L	121
K137000	B	14
K137000	H	83
K137000	I	89
K137000	J	100
K137000	K	111
K137010	A	11
K137010	B	16
K137010	C	28
K137010	D	40
K137010	E	52
K137010	G	68
K137020	A	9
K137020	B	17
K137020	D	40
K137030	B	18
K137030	C	30
K137030	D	42
K137040	A	10
K137040	B	21
K137040	C	32
K137040	E	53
K137040	F	62
K137040	G	73
K137040	H	81
K137040	K	113
K137040	L	122
K137050	H	77
K137050	I	90
K137050	J	100
K137060	E	49
K137060	H	83
K137060	I	88
K137060	J	102
K137070	A	11
K137070	B	17
K137070	C	26
K137070	D	41
K137070	H	79
K137070	I	92
K137070	J	98
K137070	K	109
K137070	L	118
K137080	B	22
K137080	C	28
K137080	D	37
K137080	H	76
K137080	I	87
K137090	A	9
K137090	B	17
K137090	D	38
K137090	E	47
K137090	F	54
K137100	A	10
K137100	B	18
K137100	C	33
K137100	D	39
K137100	G	73
K137100	J	96
K137100	K	113
K137100	L	118
K137110	A	12
K137110	B	21
K137110	C	32
K137110	D	40
K137110	E	54
K137120	B	21
K137120	C	34
K137120	D	40
K137120	E	52
K137120	G	67
K137120	K	106
K137130	A	13
K137130	B	16
K137130	C	30
K137130	D	37
K137140	B	16
K137140	D	39
K137140	H	82
K137150	B	21
K137150	H	78
K137150	I	92
K137150	J	101
K137160	B	19
K137160	F	57
K137160	G	72
K137160	H	79
K137160	I	91
K137160	J	101
K137170	A	14
K137170	B	20
K137170	C	30
K137170	F	59
K137170	G	70
K137170	K	113
K137170	L	118
K137180	B	21
K137180	C	31
K137180	H	80
K137180	I	91
K137180	J	101
K137180	K	109
K137190	A	12
K137190	B	20
K137190	C	33
K137190	D	38
K137190	L	117
K137200	A	11
K137200	B	20
K137200	C	35
K137200	D	43
K137200	H	77
K137200	I	89
K137200	J	96
K137210	B	22
K137210	C	28
K137210	D	35
K137210	F	60
K137210	G	72
K137210	K	110
K137210	L	118
K137220	E	49
K137220	F	57
K137220	G	66
K137220	H	78
K137220	I	91
K137220	J	101
K137220	K	109
K137220	L	113
K137230	A	10
K137230	B	19
K137230	D	38
K137240	A	15
K137240	C	31
K137240	D	39
K137240	K	108
K137240	L	119
K137250	C	33
K137250	D	42
K137250	E	54
K137250	F	59
K137250	H	81
K137250	I	89
K137250	J	101
K137250	K	110
K137260	A	4
K137260	B	18
K137260	C	28
K137260	F	59
K137260	G	68
K137260	H	82
K137260	I	87
K137260	J	102
K137260	K	108
K137260	L	121
K137270	C	26
K137270	D	38
K137280	A	7
K137280	B	20
K137280	D	37
K137280	E	50
K137280	F	62
K137280	K	106
K137290	H	81
K137290	I	85
K137290	J	103
K137290	K	105
K137290	L	119
K137300	A	11
K137300	B	18
K137300	C	29
K137300	D	38
K137310	A	10
K137310	B	24
K137310	C	31
K137310	D	41
K137320	A	10
K137320	E	52
K137320	G	68
K137320	H	79
K137320	I	89
K137320	J	99
K137320	K	110
K137330	A	6
K137330	B	19
K137330	C	29
K137330	E	50
K137340	E	48
K137340	H	83
K137340	I	89
K137340	J	100
K137340	K	110
K137340	L	117
K137350	A	7
K137350	B	24
K137350	C	31
K137350	D	36
K137350	H	85
K137350	J	99
K137360	A	12
K137360	B	21
K137360	C	27
K137360	E	47
K137360	F	57
K137360	G	68
K137360	H	79
K137360	I	90
K137360	J	100
K137370	A	11
K137370	B	18
K137370	C	30
K137380	A	10
K137380	B	20
K137380	C	29
K137380	F	60
K137380	G	73
K137380	J	100
K137390	A	10
K137390	I	90
K137390	J	100
K137390	K	109
K137400	A	12
K137400	D	41
K137410	E	47
K137410	G	67
K137410	H	80
K137410	I	88
K137410	J	104
K137420	A	9
K137420	B	16
K137420	D	39
K137420	E	49
K137420	F	59
K137420	H	76
K137430	I	90
K137430	J	98
K137440	E	50
K137440	F	60
K137440	H	83
K137440	I	85
K137440	J	95
K137450	A	10
K137450	B	21
K137450	C	32
K137460	B	20
K137460	C	32
K137460	D	45
K137460	L	119
K137470	G	70
K137470	H	76
K137470	I	91
K137470	J	98
K137480	H	79
K137480	I	90
K137480	J	99
K137480	K	108
K137490	A	10
K137490	B	18
K137490	C	27
K137490	D	40
K137490	I	91
K137500	A	9
K137500	B	19
K137500	C	30
K137500	D	40
K137500	H	81
K137500	I	89
K137500	J	96
K137510	A	8
K137510	B	18
K137510	C	32
K137510	D	39
K137510	H	84
K137510	I	91
K137520	A	8
K137520	B	20
K137520	C	33
K137520	D	38
K137530	A	12
K137530	B	20
K137530	C	26
K137530	D	38
K137530	E	50
K137530	F	59
K137530	J	99
K137540	B	16
K137540	C	31
K137540	D	41
K137540	H	81
K137540	I	88
K137540	J	99
K137550	A	6
K137550	B	21
K137550	C	31
K137550	D	41
K137550	L	116
K137560	E	46
K137560	H	78
K137560	I	89
K137560	J	103
K137570	I	92
K137570	J	97
K137570	L	117
K137580	A	12
K137580	B	16
K137580	C	27
K137580	D	42
K137580	J	95
K137590	B	20
K137590	C	28
K137590	D	40
K137590	H	82
K137590	I	86
K137590	J	102
K137600	A	9
K137600	B	16
K137600	C	30
K137610	A	10
K137610	B	20
K137610	D	41
K137620	A	8
K137620	B	18
K137620	F	57
K137620	G	70
K137620	H	82
K137620	I	94
K137630	A	12
K137630	B	17
K137630	C	28
K137630	D	40
K137630	L	121
K137640	A	10
K137640	B	21
K137640	C	32
K137640	D	40
K137640	H	76
K137650	B	19
K137650	C	29
K137650	D	39
K137650	F	58
K137650	L	120
K137660	H	80
K137660	I	87
K137660	J	102
K137670	A	8
K137670	B	18
K137670	C	30
K137670	D	39
K137670	L	125
K137680	A	14
K137680	C	26
K137680	D	38
K137680	I	85
K137680	J	98
K137690	A	11
K137690	B	21
K137690	C	23
K137690	E	49
K137690	F	63
K137690	G	69
K137700	G	72
K137700	H	82
K137700	I	95
K137700	J	100
K137710	A	12
K137710	B	23
K137710	C	31
K137710	D	41
K137710	I	89
K137710	J	100
K137710	K	110
K137710	L	117
K137720	A	6
K137720	C	32
K137720	H	79
K137720	I	93
K137720	J	102
K137730	B	19
K137730	D	35
K137730	F	63
K137730	K	112
K137730	L	122
K137740	A	9
K137740	B	17
K137740	C	26
K137740	D	43
K137740	E	49
K137740	G	75
K137750	A	8
K137750	B	19
K137750	C	29
K137750	J	104
K137760	B	21
K137760	C	29
K137760	D	40
K137760	E	51
K137760	G	71
K137760	L	121
K137770	B	24
K137770	C	29
K137770	D	38
K137770	K	113
K137770	L	125
K137780	A	14
K137780	C	28
K137780	D	34
K137780	J	100
K137780	K	112
K137790	A	8
K137790	B	20
K137790	C	34
K137790	H	80
K137790	I	89
K137790	J	99
K137790	K	110
K137790	L	122
K137800	A	7
K137800	C	29
K137800	D	39
K137800	G	71
K137810	B	14
K137810	C	28
K137810	D	40
K137810	J	98
K137810	K	115
K137810	L	117
K137820	I	92
